11598	filipino	5
7218	film	8
7770	films	4
12938	final	9
12887	first	6
10203	flash	17
15599	flashr	3
13098	fm	4
15434	focus	3
6941	fox	14
11151	fps	9
13208	freak	3
8814	free	17
10143	from	12
11699	ft	3
10826	full	3
11298	fun	6
10602	fusion	10
10372	fwvga	7
6076	g	94
10178	galaxy	35
11546	galaxynote	3
8022	gallery	5
10223	game	9
15560	gameover	3
11332	games	6
15302	garden	5
13168	gear	13
10183	generation	15
10887	gfk	7
14718	gg	10
12533	gh	17
15409	gingerbread	21
15688	gk	14
12330	gm	16
10859	go	17
15460	goal	4
7306	good	13
10524	gps	43
10845	graphics	7
13945	grooming	5
7756	group	4
13940	gs	9
10967	gtx	9
10409	gv	9
10794	gx	8
12549	gy	11
14129	gz	3
1351	h	115
15828	haaaaacchi	3
12630	hard	4
10132	hdc	9
10796	hdl	5
12012	headphones	4
14092	heart	7
15009	hero	5
12560	hf	24
11049	high	19
15428	hit	5
15368	hje	3
11818	hockey	3
15910	hogehoge	5
13894	hole	3
10376	home	31
10606	homepremium	3
13294	homme	85
13713	homme×diy	7
15491	honeycomb	5
11597	hope	5
12480	hot	14
11801	how	6
15433	hspa	14
12493	ht	13
15545	htii	3
15437	humans	3
15451	hvga	3
11485	hvl	3
12879	hvr	3
12280	hw	11
7193	hybrid	8
10239	hz	267
15483	hzcpu	15
1447	i	74
15415	ics	178
11916	ideacenter	3
5075	ii	97
11324	imei	4
12042	imessage	3
6101	in	147
7346	inc	47
10702	inch	5
14155	industries	3
12180	info	4
12732	inside	4
15529	instruments	3
10220	invisible	5
11378	ips	3
12716	ipsio	7
11336	ivy	4
6128	j	40
15862	j1復帰	3
11696	japanese	10
15575	jellybean	7
10154	john	3
15801	journal	17
1087	k	51
10957	kepler	10
9075	kg	14
15492	kies	11
13331	kiss	7
10636	kit	4
11417	km	9
12654	koden	9
12388	kw	10
3125	l	148
13266	lab	5
14904	lady	4
13387	last	4
13955	lasting	5
13055	latte	6
14068	launcher	3
15574	launches	3
15237	lesson	6
10458	lg	20
12829	life	17
15488	lime	5
8605	limited	6
15509	link	3
3516	lite	26
13307	livedoorhomme	10
14695	living	4
10973	low	3
8606	ltd	5
1082	m	118
10343	macpro	4
10209	magazine	14
11765	mail	5
15546	mali	3
11495	management	3
11509	manager	3
11928	map	9
12882	mark	3
15116	market	29
929	max	38
11824	mbps	4
10689	media	30
10370	medias	62
15622	memo	4
13018	memories	14
10740	memory	4
10837	mhl	10
10896	mhz	14
11880	micro	9
15478	microsd×c	11
15479	microsim	49
10708	microusb	34
15495	miniuim	8
15500	miniusim	3
15219	missia	3
7016	mission	6
9998	mix	7
7395	mm	145
10690	mode	3
13942	modernity	5
11933	mook	8
11182	movie	166
14369	movies	4
10437	msm	100
11563	music	24
10861	mwc	3
3469	n	124
15476	nagoya	4
11708	nap	3
14487	nation	3
15582	navicon	4
12579	net	3
11087	netgear	5
9853	new	39
12130	night	11
15404	nishio	3
10626	nm	21
13164	nobuka	13
15385	noire	3
12807	not	3
12724	nxcam	10
9728	o	12
13167	odyssey	14
2746	of	103
5407	off	46
10510	office	39
11144	official	8
11591	old	4
12768	olight	7
15456	omap	20
6774	online	7
10877	open	15
11377	optimus	63
11394	option	4
15439	options	3
3209	or	24
11584	our	3
11120	output	4
10205	overseas	4
15563	overview	8
12542	ovie	23
11585	own	3
7250	p	211
11146	pa	16
10625	pad	14
10908	pagedefrag	3
10991	pages	5
15499	palette	14
15520	pantone	16
15167	paradis	3
12013	park	3
12808	part	3
14581	party	4
14120	paulsmith	4
7926	paylessimages	44
10420	pdf	102
12561	perfect	22
10743	performance	3
11767	ph	4
15572	phd	5
15578	phoen	3
13944	photographs	5
12494	photon	7
15360	picks	3
10945	pin	7
15470	pink	19
13096	pk	19
15511	planner	3
2055	play	22
11235	player	19
12731	pocket	5
4772	pop	16
11039	portal	6
14303	posted	37
10686	power	24
10452	powerbank	7
11357	powerdirector	4
12972	prd	6
10760	premium	22
13073	presents	6
14003	press	6
10142	preview	3
10185	pro	49
8698	production	22
8699	productions	9
10422	professional	6
9609	project	9
15130	promotion	3
15550	protected	4
10750	protection	3
12736	punch	6
15487	purple	3
10589	pv	23
2871	q	115
10135	qhd	19
10184	r	94
10305	radio	3
10904	raid	7
10229	rainbowapps	39
10698	ram	89
15431	ranking	4
15532	rasta	5
12587	rate	3
12095	ray	12
12876	razr	9
12583	re	9
11003	read	5
12468	reader	5
12562	rec	3
15435	recording	3
12246	red	11
15589	releases	6
12294	remote	3
12699	report	14
12045	research	3
10703	reseller	3
7772	reserved	157
12649	resolve	18
10621	retina	11
11970	rev	3
7927	right	47
7771	rights	118
10463	ringcube	5
7080	rock	7
10646	rom	120
11587	room	12
14825	roppongi	4
12993	rs	3
8060	rt	50
14293	rum	3
12451	runbase	3
3170	s	966
10279	safari	15
10899	sahd	3
13862	sale	4
12725	saloni	5
15414	sandwich	193
10897	sapphire	5
10221	scene	5
12719	school	3
10297	security	6
15342	selection	15
15397	sensation	4
13354	serie	24
10134	series	59
13170	service	6
15436	services	3
12026	setup	5
14505	sex	3
13701	share	5
11096	shareenum	3
10251	sheet	3
15518	shii	9
15592	shimajiro	4
13868	shine	4
13947	shiraishi	5
12342	shop	18
8315	shot	17
11539	show	22
15452	showcase	4
12159	shutter	3
12914	shuttle	17
12758	silicon	11
14029	silver	3
12902	single	16
14532	site	7
11669	skyedrive	12
13031	sl	7
11094	slatepc	5
10346	slider	12
12313	slim	3
15571	smartphones	3
13205	smaxjp	863
11360	snapdragon	28
11583	some	3
10430	soon	4
14078	sound	3
12766	spa	3
14916	spec	3
2747	special	10
10242	spectre	6
11348	speed	28
13628	sport	3
8560	spot	3
10441	stage	9
10309	stand	6
15438	standard	13
10443	star	5
13004	start	5
12206	stay	6
13723	step	15
12754	stool	6
11564	store	151
14041	storm	3
12809	story	8
10436	streak	6
14521	studios	6
2065	style	9
13323	styling	7
12353	suite	4
11778	summer	17
15573	summit	3
10493	support	7
7093	supported	10
10530	surface	14
11786	sv	26
12662	switcher	20
10088	sx	22
10787	sync	5
10735	sysinternals	12
10637	system	15
3050	t	115
10127	tablet	23
11568	taipei	12
15182	take	3
11021	tcpview	3
11697	team	7
12937	tears	3
10815	tech	4
10736	techcenter	12
10484	technology	19
12921	tel	59
13700	tell	3
15508	tf	4
12652	than	3
3667	the	187
10993	theater	3
11569	things	4
11589	this	4
11677	thunderbolt	6
10987	ti	12
10218	tide	5
12639	tiff	7
12137	time	5
15552	tkip	3
11147	tl	10
15597	today	4
14518	toei	6
14437	tomatoes	3
12955	too	3
12065	top	118
13583	tour	10
13070	transferjet	7
10624	transformer	3
10968	turboboost	4
13166	turtle	13
6939	twentieth	6
11769	type	131
10424	u	34
10511	ultimate	3
10643	ultra	3
11008	um	3
15464	umts	4
15432	unpacked	3
9526	up	62
12138	update	3
15542	uroad	7
12687	usbhtow	7
10283	use	4
15540	user	3
12653	users	25
10737	utilities	5
2851	v	114
14922	valor	3
8772	ver	50
10898	version	9
10431	video	22
12365	viewer	11
12778	viewing	6
15527	viii	6
10969	vision	13
10598	vista	10
12946	voices	3
6811	vol	31
12688	vr	4
3577	vs	92
5409	w	146
15566	walker	4
12671	wanna	4
10858	want	3
14731	warrior	3
15637	watch	148
15455	water	5
12249	waterproof	6
10757	wcdma	6
12945	we	6
7499	week	3
15553	wep	4
11582	what	4
10490	whr	6
10833	wi	8
12072	wibro	9
12684	will	4
14004	win	14
10440	windows	93
10599	wireless	9
15586	wm	5
10914	wn	9
12612	women	4
11006	wooo	5
10321	word	47
15551	wpa	5
15221	written	14
11270	ww	7
10889	wx	20
12475	w×h×d	6
7633	x	210
8420	xi	144
12363	xoom	4
10097	xx	26
7017	y	11
10148	year	4
14703	yellow	3
12791	your	16
10603	z	88
10712	zenbook	7
11488	zero	10
15485	zeta	5
10171	zigsow	29
11619	zm	4
11432	zone	3
10970	ztgtx	3
12631	×d	3
10727	ж	3
9639	ぁ	8
6629	あい	5
8783	あいさつ	6
4711	あいだ	6
6518	あいのり	3
6552	あいまい	9
5053	あおり	7
1475	あからさま	13
2955	あきらか	19
6881	あきらめ	4
3234	あく	3
8682	あけすけ	4
3231	あげく	8
11372	あこがれ	5
3519	あご	12
7869	あさり	4
6977	あし	3
12821	あした	3
9868	あたたかさ	4
1191	あたり	183
4714	あだ名	7
7286	あっという間	7
1379	あっぱれ	4
1691	あて	10
589	あと	507
11972	あな	4
4267	あのまま	5
10057	あの世	3
9694	あの手この手	4
7952	あまた	4
1430	あまり	107
15618	あみ	3
15036	あめ	3
14771	あら	3
1930	あらあら	3
15031	あらわ	5
6271	ありか	13
4745	ありがたさ	6
8353	ありがたみ	6
733	ありがち	31
2803	あり方	21
5399	あるとき	15
2537	ある日	167
1629	ある時	36
86	あれこれ	34
7446	あれだけ	24
9001	あん	13
15383	あんこ	4
10368	あんしん	17
5286	あんず	3
12767	あんどん	7
11871	あんぽ	4
8347	あんま	13
11930	ぃ	12
7448	い	43
9109	いいかげん	3
4750	いい加減	8
9154	いえいえ	5
8385	いか	23
798	いかが	508
4706	いきさつ	5
1020	いくつか	147
1060	いくら	74
11852	いし	13
3366	いじめ	25
1744	いたこと	16
7643	いたずら	14
5253	いたん	24
11533	いた事	11
10923	いち	15
10809	いちど	3
1482	いちばん	38
2797	いっか	8
7472	いっこ	3
7236	いっさい	6
5185	いっしょ	22
1398	いって	145
1477	いっぱい	68
5680	いっぺん	3
10691	いっぽう	4
248	いつか	97
13798	いのち	6
11217	いびき	3
2250	いま	290
6394	いまひとつ	5
10548	いも	6
3157	いや	27
4078	いやいや	23
470	いろいろ	180
2213	いわく	52
4190	いわば	25
4908	いわれ	5
1712	い事	16
1786	い人	193
8380	い体	4
15180	い味	3
9598	い国	11
11826	い場所	7
13925	い手	3
4502	い方	71
5669	い服	3
4524	い本	4
15870	い者	3
11274	い色	4
9097	うえ	46
13679	うかがい	3
4089	うかつ	5
9222	うこ	3
15605	うさ	3
443	うさぎ	10
12278	うじ	3
4104	うそ	4
13882	うた	11
5613	うたた寝	5
1387	うち	145
9309	うちに	11
9996	うちわ	10
9277	うっかり	8
3904	うって	6
6984	うってつけ	9
7101	うつ	13
15261	うつわ	4
5591	うつ病	8
9046	うどん	10
5946	うなぎ	6
14772	うな重	5
9737	うねり	3
13094	うぶ	5
11666	うまい	21
6571	うまさ	4
2540	うやむや	5
12706	うり	3
3531	うるうる	3
7020	うるおい	38
8192	うわさ	11
2155	うんちく	5
5685	うんぬん	4
11737	ぇ	13
12119	ぇすた	3
13909	えな	9
11819	えほん	6
9972	ぉ	7
15790	おい	3
12399	おおまか	6
5395	おおよそ	14
5472	おおらか	7
10196	おかけ	22
4642	おかげ	97
3095	おかず	16
6914	おかまい	4
15743	おかん	3
10337	おき	7
15202	おけいこ	3
15390	おこ	3
15132	おこもり	4
6226	おさらい	121
6390	おさらば	6
11132	おし	8
8846	おしっこ	3
8949	おしまい	3
2349	おしゃべり	25
1512	おしゃれ	129
11490	おしらせ	8
2567	おしり	17
3313	おじ	8
3807	おじいさん	4
8859	おじいちゃん	9
3214	おじさん	33
874	おすすめ	724
5678	おせっかい	4
3530	おそろい	7
7717	おだやか	4
5158	おっかけ	3
7836	おっくう	4
9205	おっさん	5
9421	おっちょこちょい	5
7151	おっぱい	13
9304	おでかけ	8
7042	おでこ	7
5967	おでん	8
8596	おとぎ話	4
10058	おとな	4
5200	おなか	26
5283	おなじみ	93
4381	おにぎり	14
8174	おねがい	4
8196	おの	3
10348	おは	26
4577	おはよう	6
6326	おば	8
6870	おばあさん	4
4899	おばあちゃん	15
1134	おばさん	26
14600	おひさま	4
8598	おまかせ	34
2697	おまけ	45
8423	おみくじ	3
3940	おみやげ	6
14994	おめでた	3
5325	おもしろ	60
8371	おもちゃ	22
13634	おもてなし	15
12438	おもに	8
6452	おやじ	4
9805	およそ	14
8692	および	413
8197	おろか	4
11465	おわび	3
6824	おん	17
9188	おんな	3
9845	おんぶ	3
2465	おススメ	57
1275	お世話	50
3606	お世辞	10
2629	お中元	3
175	お互い	252
11869	お人好し	3
14106	お仕置き	5
2231	お伝え	67
3285	お似合い	6
5287	お供	46
4680	お便り	3
14932	お先	4
3994	お出かけ	33
10382	お力	4
2958	お勤め	3
9488	お参り	4
9879	お口	4
14392	お告げ	4
9787	お呼ばれ	5
5848	お墨付き	11
9500	お天気	6
14411	お好み焼き	4
15365	お姫さま	4
3501	お姫様	15
3309	お嬢さん	5
3022	お嬢様	39
482	お子さん	37
5793	お子様	17
2692	お宅	8
7945	お守り	11
2158	お宝	6
9123	お客	13
2642	お客さま	67
2006	お客様	248
2884	お家	16
13719	お家芸	4
7311	お寺	14
14338	お尋ね者	4
5696	お小遣い稼ぎ	8
7242	お巡りさん	3
15377	お年玉	3
12128	お待	4
9522	お待ち	16
7902	お忍び	3
13653	お忙しい	6
14256	お手つき	3
12984	お手のもの	4
11753	お手上げ	3
2686	お手伝い	16
9688	お手元	31
11224	お手数	54
4782	お手本	20
7000	お披露目	25
12459	お抱え	11
2478	お断り	31
568	お昼	23
6359	お構い	11
6949	お次	11
4901	お正月	30
686	お母さん	63
2376	お母様	22
5224	お気	11
904	お気づき	4
459	お気に入り	232
1325	お決まり	11
782	お洒落	40
3144	お湯	43
4260	お父さん	77
2685	お盆	20
8914	お目見え	6
1377	お相手	26
5568	お知らせ	364
3733	お礼	22
8813	お祈り	11
6	お祝い	21
2240	お祭り	31
8629	お祭り騒ぎ	18
4581	お稽古	6
2355	お笑い	17
7398	お答え	65
1881	お粗末	3
11243	お絵かき	8
264	お腹	93
4555	お花	13
6212	お花畑	6
2613	お茶	63
1175	お菓子	53
5640	お薦め	8
7008	お詫び	31
2439	お話	191
6817	お話し	28
2244	お誘い	17
14988	お調子者	6
11749	お買い得	13
11376	お越	5
5460	お越し	39
4584	お辞儀	3
5606	お迎え	9
5798	お返し	12
9204	お送り	80
8131	お過ごし	9
1192	お部屋	45
407	お金	302
8099	お釣り	4
9191	お鍋	3
3637	お陰	13
1130	お隣	3
11338	お預け	4
12	お願い	259
3480	かかと	8
7461	かき	4
11194	かき氷	5
3701	かく	10
8470	かけ	5
3578	かけがえ	31
5658	かご	6
13826	かさ	5
10915	かじゃ	4
13328	かすか	3
8431	かた	14
2808	かたくな	5
3180	かたち	30
11821	かたつむり	14
15441	かたは	3
13414	かたわら	4
11954	かっけ	8
10140	かっこ	17
8542	かったん	11
9434	かって	6
14056	かつお	4
6322	かな	13
1362	かなり	112
11269	かね	7
12046	かばん	6
6357	かぼちゃ	9
9902	かま	6
1025	かも	43
5855	かゆみ	5
11080	からい	9
194	からだ	97
4852	かわいそう	48
3310	かわり	15
6380	かん	6
9934	かんたん	35
5214	かー	7
8948	か分	3
8126	か国	5
10820	か所	11
7220	か月	10
6147	か条	5
1121	がい	7
14744	がかり	4
8832	がけ	5
5865	がさつ	3
4171	がそ	6
2565	がち	269
4280	がに股	3
5882	がま	3
4080	がむしゃら	7
3379	がよく	14
8958	がら	4
7416	がらみ	4
14574	がれ	5
13926	がわり	3
5752	がん	15
7274	がんばり	4
15111	きずな	4
2772	きた	156
14670	きたん	3
2856	きた方	8
481	きっかけ	349
13724	きって	19
981	きっと	76
7033	きなこ	6
9407	きな粉	3
9339	きのこ	6
13215	きめ細か	3
9218	きもの	7
3066	きゅうり	6
6961	きょう	3
14836	きらびやか	4
2249	きり	8
15254	きると	4
165	きれい	87
15705	きん	3
8809	ぎこち	8
7184	ぎて	3
9692	くし	5
6054	くしゃみ	5
13774	くじ	5
9583	くじ引き	4
13095	くず	3
5349	くせ	4
13735	くだん	3
15459	くのいち	3
1440	くま	9
12432	くみ	7
15008	くも	3
12992	くらし	3
4621	くり	8
12589	くりん	7
12567	くり返し	3
4325	くるぶし	4
6337	くれー	3
1441	くん	55
14572	く間	11
9837	ぐちゃぐちゃ	4
818	ぐるみ	11
12265	けい	5
5771	けいこ	9
3727	けが	5
8803	けじめ	5
6511	けなげ	9
7874	けんか	3
12870	けん引	5
15841	けん責	3
1156	げ	41
9489	げん	5
1915	こ	34
8757	こいつ	36
13971	こころ	3
1545	こだわり	214
4467	こづかい	5
4164	ことわざ	7
4843	こども	12
6382	こないだ	9
2598	このごろ	12
12865	このほど	6
420	このまま	174
4274	この世	39
9991	この先	3
10960	この辺	9
2641	この間	21
3064	こまめ	25
8159	こめかみ	3
1583	これだけ	141
15351	ころん	3
8565	こんど	4
9749	こ取り	3
12070	こ実	3
15606	こ男	3
11083	ごい	4
8280	ごたえ	6
4925	ごちそう	7
6426	ごっこ	5
8372	ごっちゃ	3
13	ごと	225
4379	ごはん	29
6862	ごぶさた	3
4401	ごぼう	3
3037	ごみ	7
11323	ごめん	8
8817	ごもっとも	3
11971	ごり押し	6
3081	ごろ	29
7368	ご利益	8
1555	ご存じ	41
3507	ご存知	61
107	ご時世	13
4971	ご機嫌	6
12734	ご機嫌斜め	6
15279	ご法度	4
2536	ご無沙汰	11
15122	ご用達	6
7921	ご覧	147
1022	ご飯	82
1273	ご馳走	12
217	さ	1882
11710	さい	10
8344	さい子	3
9492	さき	5
7417	さくら	12
5356	ささい	5
5299	ささやか	13
8657	ささやき	3
8037	さっき	27
8130	さった	4
10546	さばき	9
4907	さま	39
303	さまざま	362
6436	さら	4
6944	さらし者	3
9286	さりげ	9
7628	さり気	6
8491	さること	25
6207	さわやか	39
25	さん	1832
12840	さんま	10
15379	ざく	3
7107	ざま	7
14044	ざる	3
8959	しあわせ	11
3478	しかた	10
4459	しがらみ	6
10079	しぐさ	9
7415	しこり	3
3065	しそ	3
7967	しそう	6
1366	した	176
7827	したたか	6
5095	したて	14
4600	した仕事	3
9474	した味	7
13099	した回	3
14639	した役	7
15328	した手	4
7519	した目	3
7253	しだい	6
4889	しっぽ	6
55	しどろもどろ	5
1993	しない	314
1532	しながら	116
6688	しなやか	25
9196	しのぎ	4
3298	しびれ	5
8762	しま	9
4179	しみ	6
8873	しゃい	3
13191	しゃぎ	5
9187	しゃべる	16
9336	しゃもじ	3
15289	しゃれ	7
4866	しや	4
8676	しょう	7
3186	しょうが	51
363	しよう	436
4842	しら	5
3423	しわ	14
13533	しん	5
14192	しんぼる	3
12091	じた	3
6769	じゃがいも	6
7525	じゃー	6
6302	じゅう	4
12773	じゅくすい	6
12133	じん	3
1934	じんましん	3
14981	じん帯	6
477	す	11
12261	すか	6
173	すぎ	126
14035	すくい	4
6305	すこし	158
10528	すこやか	8
5783	すし詰め	3
13197	すすめ	12
180	すっぴん	28
11196	すっぽん	4
8216	すてき	13
5362	すで	190
14671	すね	4
8601	すべすべ	7
973	すべて	551
9209	すり	5
5545	すれすれ	4
8541	すれちがい	4
1707	すれ違い	18
8050	ずし	3
1593	ずぼら	3
7424	ずみ	7
3921	ずる	3
12315	ずれ	5
12275	せこ	3
11209	せよ	12
5709	せり	8
7975	せん	9
11784	ぜいたく	8
1006	ぜひ	7
8211	ぜんぜん	5
13761	ぜんぶ	3
7079	そ	5
11592	そいつ	6
187	そう	1576
5721	そうこう	4
4226	そうそう	51
316	そうだ	344
12201	そく	4
3205	そこそこ	6
4006	そこら	5
14085	そっか	5
2760	そっけ	11
9022	そっちのけ	4
11554	そっと	3
2168	そつ	4
1530	そのため	222
4719	そのほか	98
1931	そのもの	179
6523	そのよう	9
659	その後	532
9656	その道	11
1601	その間	36
3925	そば	40
9622	そばかす	4
1462	そぶり	3
5861	そもそも	17
5729	そり	3
204	それぞれ	647
2237	それどころ	4
1305	それなり	94
11310	そん	9
11783	そん色	3
11712	ぞくし	5
4610	たい	23
8876	たいがい	7
5327	たい人	60
3955	たか	6
21	たくさん	460
7614	たくない	14
6458	たくましさ	3
2504	たけ	4
11638	たこ	3
12121	たこ焼き	5
8928	たしか	5
7623	たしなみ	9
10469	たたずまい	4
3819	ただ	126
89	たち	1297
5280	たっぷり	71
1486	たて	23
8092	たばこ	4
2756	たま	91
13014	たむけ	6
2351	ため	4
41	ためし	5
6463	ため息	20
10874	たもう	4
6880	たより	5
4702	たらこ	3
5219	たる	11
3425	たるみ	17
13511	たわけ	4
3312	たん	24
5451	たんぱく質	5
14949	た事	7
1232	た人	16
2008	た分	21
7456	た方	18
14223	た者	8
6670	だい	3
12271	だいじょうぶ	7
3607	だいたい	6
11886	だくと	3
6771	だし	18
11481	だして	4
8620	だしね	6
14336	だったん	4
2810	だめ	26
370	だらけ	79
4279	だらし	10
7973	だんまり	3
7652	ちぐはぐ	5
947	ちな	9
888	ちまちま	5
7751	ちゃ	3
7527	ちゃう	7
76	ちゃん	225
10353	ちゃんねる	19
6669	ちょ	6
6422	ちょうだい	4
13133	ぢ	3
8474	っきり	9
2292	っぱなし	43
4517	っぷり	55
4265	っ子	7
9114	っ放し	8
5149	ついで	24
7509	つかの間	4
1169	つき	78
1364	つきあい	24
1460	つきもの	16
9490	つぎ	6
13433	つくり	8
424	つけ	33
15187	つけたり	3
15004	つて	5
1233	つながり	49
8476	つなぎ	19
9627	つば	4
8056	つぶ	9
12690	つぶし	11
15251	つぶつぶ	3
620	つぶやき	124
14282	つぶら	4
4573	つま	4
945	つまり	56
8648	つま先	12
7019	つや	8
15098	つややか	6
12960	つや消し	3
7209	つらさ	4
8990	つる	4
3537	つわり	6
1312	づきあい	6
3075	づくし	9
2606	づくり	49
6630	づち	3
11051	づつ	7
3202	ていいん	11
4146	てこ	5
13019	てっぺん	5
12795	てぶくろ	5
12168	てれ	5
10829	てん	3
14808	てんこ盛り	7
8611	てんじゃ	6
11774	て直	3
6821	でぃす	5
15519	でか	3
5592	でき	6
211	では	511
3532	でもの	5
4166	とい	9
7713	とうもろこし	3
2409	ときどき	20
2202	ときめき	13
3583	とこ	34
15199	とことん	5
2914	ところ	20
8364	とっく	9
8636	とっさ	8
4895	とったり	3
15021	とてつ	3
1986	となり	9
4757	とはい	4
2954	とも	161
1896	ともども	3
12198	とら	3
418	とり	5
4310	とりあえず	8
4068	とりこ	5
3761	とんでも	59
10947	と列	12
14493	と死	6
14169	と長	3
5862	どうこう	6
2814	どうし	9
1698	どおり	27
9881	どきどき	3
1368	どこか	197
13566	どの	4
4717	どの人	4
7238	ども	13
14672	どよめき	5
6823	どろん	15
6965	どん	3
6269	どん底	21
8985	どん欲	4
1316	ないか	37
3619	ないし	17
2530	ないと	15
7488	ないん	24
1070	ない分	11
10746	ない国	7
1979	なか	41
4469	なかよし	3
8644	なけなし	3
2957	なし	5
1357	なじみ	30
5422	なぜだか	3
7977	なでしこ	57
1127	なにより	12
2935	なみ	14
15389	なめ	3
9270	なめこ	3
7669	なめらか	49
2095	ならでは	211
4818	ならび	17
6897	なり	27
13496	なろう	4
7081	なんと	8
2179	なんとか	25
4783	にあ	20
4375	におい	12
12635	にぎやか	6
4418	にこやか	6
393	にし	7
3071	にんじん	9
1933	にんにく	6
6636	に物	4
3971	ぬいぐるみ	38
7807	ぬくもり	5
4030	ぬるま湯	10
11453	ねこ	29
14090	ねごと	3
12093	ねじ	3
9387	ねつ造	3
15380	のうさぎ	3
7090	のけ者	5
11728	のこり	3
7453	のぞき見	4
5139	のぞみ	4
8943	のち	4
3128	のど	16
8838	のどか	4
12746	のみで	6
12939	のり	4
14498	のろけ	5
9014	はあく	4
4713	はいい	25
3093	はいる	9
12107	はがき	3
10726	はこん	16
15395	はご	4
7728	はごく	6
4358	はさ	5
3936	はさみ	3
7968	はしご	4
8172	はじまり	14
1766	はじめ	355
11165	はずれ	7
7485	はた	3
12777	はだれ	6
9172	はちみつ	7
5067	はめ	5
11233	はめ込み	7
2602	はやり	5
14357	はり	3
6599	はるか	48
15864	はんたー	4
12332	はんだづけ	9
7873	は元	11
8964	ば	5
15107	ばい	3
3997	ばか	4
12776	ばった	8
421	ばら	3
3711	ばらつき	4
3794	ばり	19
8533	ばる	4
15699	ばん回	4
11929	ぱ	4
8557	ひいき	7
11845	ひがし	7
13397	ひき	3
9008	ひき肉	3
7123	ひさし	4
4222	ひざ	11
5814	ひそか	14
14268	ひたい	3
13867	ひたむき	10
1748	ひったくり	5
1835	ひと	36
6230	ひとく	4
7364	ひとくち	4
6353	ひとこと	12
7174	ひとしお	9
766	ひとつ	476
4744	ひとつひとつ	23
3302	ひととき	34
11725	ひとみ	3
1053	ひとり	132
